3cixty_uri,3cixty_label,dbpedia_label,dbpedia_uri,score,coordinates
http://data.linkedevents.org/location/d31e5d0d-18f9-4ec9-8792-1ba3421cb4c5,Cathédrale Sainte-Réparate,Cathédrale Sainte-Réparate de Nice,http://dbpedia.org/resource/Nice_Cathedral,94.0,"(43.6972, 7.2758)"
http://data.linkedevents.org/location/3fd1f8ed-0c77-33a5-9a2b-0a839840f482,Eglise Sainte-Jeanne d'Arc,Église Sainte-Jeanne-d'Arc de Nice,"http://dbpedia.org/resource/Sainte_Jeanne_d'Arc,_Nice",94.0,"(43.7132, 7.26302)"
http://data.linkedevents.org/location/82cbb8f6-f597-3bbf-80d1-4c84a4b6f92c,Hôtel Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),94.0,"(43.6913, 7.24517)"
http://data.linkedevents.org/location/abf1bf20-c243-32da-b246-72bbf7fa98d1,La Promenade Des Anglais ( Nice ),Promenade des Anglais,http://dbpedia.org/resource/Promenade_des_Anglais,94.0,"(43.6763, 7.20296)"
http://data.linkedevents.org/location/0cd0d1de-6059-315c-8159-7f6a0efd3773,Lycée Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),94.0,"(43.6943, 7.24823)"
http://data.linkedevents.org/location/196f765e-6f9d-36bf-a6f1-d3f097b81a30,OGCN,OGC Nice,http://dbpedia.org/resource/OGC_Nice,94.0,"(43.7243, 7.25613)"
http://data.linkedevents.org/location/d3e243d9-26b0-34ca-973f-2c5b2acd7b7b,Palais Nikaya,Palais Nikaia,http://dbpedia.org/resource/Palais_Nikaia,94.0,"(43.6998, 7.25043)"
http://data.linkedevents.org/location/deb6ed1d-12c6-3340-a8d8-5c99896f310e,Plage Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),94.0,"(43.691, 7.24622)"
http://data.linkedevents.org/location/c4b0ed45-7c8f-381b-a883-f15853c0499a,Poste Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),94.0,"(43.6873, 7.23787)"
http://data.linkedevents.org/location/1b3c7f83-243b-39e9-8e2f-18804e757d30,Salle Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),94.0,"(43.6929, 7.2436)"
http://data.linkedevents.org/location/7b5cb13e-a303-3fa8-add1-d414c5c69a06,Villefranche Saint Jean Cap Ferrat,Saint-Jean-Cap-Ferrat,http://dbpedia.org/resource/Saint-Jean-Cap-Ferrat,94.0,"(43.6938, 7.29331)"
http://data.linkedevents.org/location/3ed50c3c-e77f-348b-ac11-20f48ebaca13,lycee magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),94.0,"(43.6941, 7.2475)"
http://data.linkedevents.org/location/7b449db3-9849-312f-be0f-60327763ba74,Église Sainte-Jeanne-d'Arc,Église Sainte-Jeanne-d'Arc de Nice,"http://dbpedia.org/resource/Sainte_Jeanne_d'Arc,_Nice",94.0,"(43.7131, 7.26325)"
http://data.linkedevents.org/location/f1b5b337-ff3a-4ccc-9cc0-11b8fa9307df,Église Sainte-Jeanne-d'Arc,Église Sainte-Jeanne-d'Arc de Nice,"http://dbpedia.org/resource/Sainte_Jeanne_d'Arc,_Nice",94.0,"(43.7134, 7.2626)"
http://data.linkedevents.org/location/3b1e850f-1679-3e2c-b617-fc545e2683be,Église de Saint-Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,94.0,"(43.6756, 7.19021)"
http://data.linkedevents.org/location/ea2252a0-99c1-3941-bbcc-cec0dd6eb45e,Agence Comté De Nice,Comté de Nice,http://dbpedia.org/resource/County_of_Nice,93.8,"(43.7407, 7.31082)"
http://data.linkedevents.org/location/19b6cb48-539c-3f9a-a76f-bd6c8b15347f,Art Beach Cagnes Sur Mer,Cagnes-sur-Mer,http://dbpedia.org/resource/Cagnes-sur-Mer,93.8,"(43.5678, 7.07248)"
http://data.linkedevents.org/location/bbf21284-31c1-3d3c-b77c-0967827e12c1,Capitainerie Villefranche Sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,93.8,"(43.7015, 7.30673)"
http://data.linkedevents.org/location/ab865e47-a732-3781-adf9-272f850af9f3,Citadelle De Villefranche sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,93.8,"(43.701, 7.31073)"
http://data.linkedevents.org/location/c62cc425-c12a-37ab-9d51-08d3cc5c0703,"Cocody Beach, Saint Laurent Du Var",Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,93.8,"(43.6579, 7.1892)"
http://data.linkedevents.org/location/00e01cd7-67c5-35d7-8128-980a6c6b389d,Cta Arrondissement De Nice,Arrondissement de Nice,http://dbpedia.org/resource/Arrondissement_of_Nice,93.8,"(43.7099, 7.19629)"
http://data.linkedevents.org/location/502fda39-3121-39dd-8703-4aeb20c36353,En ville à Saint-Laurent-du-Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,93.8,"(43.6667, 7.18333)"
http://data.linkedevents.org/location/eef6f55b-d266-3586-b953-d5a4877bf410,"Nice, Côte D'Azur",Nice Côte d'Azur Airport,http://dbpedia.org/resource/Nice_Côte_d'Azur_Airport,93.8,"(43.6957, 7.27)"
http://data.linkedevents.org/location/b49141aa-a0e2-308e-be65-dee1b3c6ea14,SCHMIDT Saint-Laurent-Du-Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,93.8,"(43.6594, 7.19162)"
http://data.linkedevents.org/location/044cf74c-ea6b-3b24-8df1-f5443ffeb8f0,Tramway,Nice tramway,http://dbpedia.org/resource/Nice_tramway,93.8,"(43.7137, 7.26165)"
http://data.linkedevents.org/location/cad0a223-92a6-3207-9f2f-f82d1f958427,Tramway,Nice tramway,http://dbpedia.org/resource/Nice_tramway,93.8,"(43.7305, 7.25459)"
http://data.linkedevents.org/location/70ee6eb7-dfff-308d-a374-038c2bd67a44,Aéroport Nice Côte D'azur Tl 1 Portes 3,Aéroport Nice Côte d'Azur,http://dbpedia.org/resource/Nice_Côte_d'Azur_Airport,93.6,"(43.6657, 7.21333)"
http://data.linkedevents.org/location/9538baf7-f0ab-3ded-b1bb-cd8babe8f17f,Carnaval de Nice Officiel,Carnaval de Nice,http://dbpedia.org/resource/Nice_Carnival,93.6,"(43.695, 7.26473)"
http://data.linkedevents.org/location/55d63890-2b77-328d-90dc-d2cbcfee2db5,En ville à Saint-André-de-la-Roche,Saint-André-de-la-Roche,http://dbpedia.org/resource/Saint-André-de-la-Roche,93.6,"(43.7333, 7.28333)"
http://data.linkedevents.org/location/82677abf-ba53-3625-96a3-98ff0472c321,GV Sport Saint Laurent Du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,93.6,"(43.6617, 7.19451)"
http://data.linkedevents.org/location/62f36b36-5929-37ab-9574-203e2188e676,Le Carre - Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,93.6,"(43.6575, 7.1852)"
http://data.linkedevents.org/location/8acb3ce4-4f52-30cb-8344-d07539d404d1,Taxi drap,Drap,http://dbpedia.org/resource/Drap,93.6,"(43.755, 7.32022)"
http://data.linkedevents.org/location/7da9e3c3-93ca-3564-9ee3-55248fedea7f,BPCA Le Negresco,Negresco,http://dbpedia.org/resource/Hotel_Negresco,93.2,"(43.6974, 7.25892)"
http://data.linkedevents.org/location/0fff86c5-696b-368e-ae84-effc60b19706,Baou De La Gaude,La Gaude,http://dbpedia.org/resource/La_Gaude,93.2,"(43.7117, 7.2546)"
http://data.linkedevents.org/location/c720c686-dad3-302a-99d0-fb52b0a00745,Grimaldi,Château Grimaldi,http://dbpedia.org/resource/Château_Grimaldi_(Cagnes),93.2,"(43.7074, 7.30604)"
http://data.linkedevents.org/location/f8aab220-c363-3713-a83b-7b627f2ee423,Le Château de Nice,Château de Nice,http://dbpedia.org/resource/Castle_of_Nice,93.2,"(43.6948, 7.2811)"
http://data.linkedevents.org/location/a1cc4382-7dc5-3f4e-8b6b-136e8b132d50,Parking 2 Roues Aeroport Nice Cote d'Azur,Aéroport Nice Côte d'Azur,http://dbpedia.org/resource/Nice_Côte_d'Azur_Airport,93.2,"(43.6594, 7.20456)"
http://data.linkedevents.org/location/df802cde-4f07-37fc-81c2-172ebf9dd5c3,St Jean Cap Ferra,Saint-Jean-Cap-Ferrat,http://dbpedia.org/resource/Saint-Jean-Cap-Ferrat,93.2,"(43.7139, 7.28023)"
http://data.linkedevents.org/location/a0c839e7-56dd-32ad-a6b5-d25a79e92c4a,"[u""Caisse d'Epargne Villefranche-sur-Mer"", u""Caisse d'Epargne Villefranche-sur-mer""]",Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,93.0,"(43.7027, 7.30892)"
http://data.linkedevents.org/location/04615f5b-67cc-48fc-a224-40786b28eca7,Musée des beaux arts,Musée des Beaux-Arts de Nice,http://dbpedia.org/resource/Musée_des_Beaux-Arts_de_Nice,93.0,"(43.6944, 7.24889)"
http://data.linkedevents.org/location/cf03981e-2a63-3934-8a6e-e54b4261f76b,Olympique Gymnase Club Nice Côte d'Azur OGCN,Olympique Gymnaste Club Nice Côte d'Azur,http://dbpedia.org/resource/OGC_Nice,93.0,"(43.6865, 7.19455)"
http://data.linkedevents.org/location/bd3d0f35-0401-3136-8b6a-f5fea960c747,Riviera,Allianz Riviera,http://dbpedia.org/resource/Allianz_Riviera,93.0,"(43.7022, 7.26981)"
http://data.linkedevents.org/location/d235f6b9-3e3e-3269-94d7-291239d4c908,les Marinières à Villefranche-sur-Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,93.0,"(43.7065, 7.31487)"
http://data.linkedevents.org/location/497cafbb-1955-3a80-9258-815275aae3c2,Disney Cruse Line - Villefranche Sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,92.8,"(43.7032, 7.32259)"
http://data.linkedevents.org/location/17d96e09-274a-3db7-bfd0-637853c0bd98,Le Drive In Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.8,"(43.6578, 7.18338)"
http://data.linkedevents.org/location/15456051-7c81-39c7-85bd-9da6b4aee47f,Metropolitan,Nice metropolitan area,http://dbpedia.org/resource/Nice_metropolitan_area,92.8,"(43.7421, 7.31814)"
http://data.linkedevents.org/location/310ced27-73b1-3001-b450-d9209ba2a1b9,"[u'Solea Villefranche-sur-mer', u'Sol\xe9a gelateria di corsica Villefranche-sur-mer']",Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,92.8,"(43.7034, 7.31129)"
http://data.linkedevents.org/location/b948ab7e-d86d-3db2-b76f-fd9147015910,Tps Barbero Saint Laurent Du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.8,"(43.6937, 7.18295)"
http://data.linkedevents.org/location/dbe20439-2b35-3ef2-9bd6-6feb5fa03e13,Parkink Cimiez,Cimiez,http://dbpedia.org/resource/Cimiez,92.6,"(43.7207, 7.27652)"
http://data.linkedevents.org/location/afc4b01a-76cc-32a9-88d5-b836756bad72,Plage de Beaulieu sur Mer,Beaulieu-sur-Mer,http://dbpedia.org/resource/Beaulieu-sur-Mer,92.6,"(43.7055, 7.31287)"
http://data.linkedevents.org/location/0a010dba-3c15-34cd-b7ce-31588fd5973d,Universite Nice Sophia An,Université Nice Sophia Antipolis,http://dbpedia.org/resource/University_of_Nice_Sophia_Antipolis,92.6,"(43.7221, 7.25251)"
http://data.linkedevents.org/location/7a4d2db8-3f87-3959-a404-a456c20da0ae,Institut Guinot Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.4,"(43.6744, 7.18925)"
http://data.linkedevents.org/location/1df63c28-cee7-364c-9297-e840c789df32,"8eme Rue, Carros",Carros,http://dbpedia.org/resource/Carros,92.2,"(43.7036, 7.26608)"
http://data.linkedevents.org/location/bcad4d67-2519-3fba-82ab-e594fedf9886,Bd. De magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),92.2,"(43.6928, 7.24165)"
http://data.linkedevents.org/location/aa4f17d5-57b7-3f33-a648-5036fd65e941,Nicéa-Net,Nicea,http://dbpedia.org/resource/Nice,92.2,"(43.6792, 7.22869)"
http://data.linkedevents.org/location/eb0ebff7-0ef9-3b06-bd89-2f5beca49214,Port De Villefranche Sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,92.2,"(43.6966, 7.2555)"
http://data.linkedevents.org/location/5da725e2-3d31-38c5-bd8f-1aa20a83e04a,Port de Saint-Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.2,"(43.6572, 7.17992)"
http://data.linkedevents.org/location/8017b1d2-93ae-3da7-a6df-a3d38999a139,Rade de Villefranche sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,92.2,"(43.6846, 7.31393)"
http://data.linkedevents.org/location/0cf02df1-1859-3f3e-8611-71c12de0a99c,Résidence Paillon,Paillon,http://dbpedia.org/resource/Paillon,92.2,"(43.7382, 7.30764)"
http://data.linkedevents.org/location/c4dbb5c7-ef42-3080-ada2-502fa5999a4c,Tunnel Du Paillon,Paillon,http://dbpedia.org/resource/Paillon,92.2,"(43.7179, 7.28315)"
http://data.linkedevents.org/location/38a62255-b7ca-31be-9cda-5c4083f72d5e,Victoria Cimiez,Cimiez,http://dbpedia.org/resource/Cimiez,92.2,"(43.7188, 7.2722)"
http://data.linkedevents.org/location/546da788-08e6-3cd8-8bb3-af783f510caf,Bord De Mer Saint Laurent Du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.0,"(43.6697, 7.19185)"
http://data.linkedevents.org/location/3fcc1a89-73a1-38e0-966f-efdf5c0561e7,Le Baroque - Saint Laurent Du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.0,"(43.6851, 7.19164)"
http://data.linkedevents.org/location/f2ee2662-c8ad-3822-9a26-82e82fba7eea,REXEL - SAINT LAURENT DU VAR,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,92.0,"(43.6839, 7.18835)"
http://data.linkedevents.org/location/1f94ab56-0bc8-3108-a5b1-08753ab491ca,Stade de Villefranche sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,92.0,"(43.7016, 7.30838)"
http://data.linkedevents.org/location/7822caa0-2ef2-33e3-85df-5653e8850dda,Villa de l'Observatoire,Observatoire de Nice,http://dbpedia.org/resource/Nice_Observatory,92.0,"(43.7253, 7.29468)"
http://data.linkedevents.org/location/9448f195-95e9-3796-be62-6390ec082c98,Bruxelles Cimiez,Cimiez,http://dbpedia.org/resource/Cimiez,91.8,"(43.708, 7.27299)"
http://data.linkedevents.org/location/12d96437-f720-386c-9b0f-c001b71a6604,Domaine de Falicon,Falicon,http://dbpedia.org/resource/Falicon,91.8,"(43.7293, 7.25354)"
http://data.linkedevents.org/location/6cd0c05d-41a8-3ec7-a684-7393c9aa94ba,En ville à Falicon,Falicon,http://dbpedia.org/resource/Falicon,91.8,"(43.75, 7.28333)"
http://data.linkedevents.org/location/db240143-461e-3934-b019-528ef5aaa7a7,Le Lido Saint Jean Cap Ferrat,Saint-Jean-Cap-Ferrat,http://dbpedia.org/resource/Saint-Jean-Cap-Ferrat,91.8,"(43.6925, 7.32228)"
http://data.linkedevents.org/location/1d317cf0-14ea-35d5-9d31-377c88005c8a,Le Tramway,Nice tramway,http://dbpedia.org/resource/Nice_tramway,91.8,"(43.7024, 7.26359)"
http://data.linkedevents.org/location/37af291f-4639-3374-a11d-64b5652589ca,Nice Acropolis,Acropolis (Nice),http://dbpedia.org/resource/Palais_des_Congrès_Acropolis,91.8,"(43.7077, 7.28542)"
http://data.linkedevents.org/location/255824cd-1534-3e82-82f1-b2354b8cf54d,PERENE Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.8,"(43.6832, 7.18832)"
http://data.linkedevents.org/location/c6768c11-b628-3c4e-a1b7-fcdbc9c90823,PERENE Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.8,"(43.6831, 7.18838)"
http://data.linkedevents.org/location/3ad293a0-a404-3c71-8caa-964a90ff5da9,Skate Parc Falicon,Falicon,http://dbpedia.org/resource/Falicon,91.8,"(43.7259, 7.25515)"
http://data.linkedevents.org/location/ee451609-6808-3894-927e-9467965d6528,ALLIANZ RIVIERA P0,Allianz Riviera,http://dbpedia.org/resource/Allianz_Riviera,91.6,"(43.7041, 7.19273)"
http://data.linkedevents.org/location/5ac16f4a-dcef-3e2a-83fc-6b8d2338da0a,ALLIANZ RIVIERA P2,Allianz Riviera,http://dbpedia.org/resource/Allianz_Riviera,91.6,"(43.7086, 7.1964)"
http://data.linkedevents.org/location/611e015b-aae3-32eb-baf4-ea89d0989458,Agence Groupama Saint Laurent Du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.6,"(43.6738, 7.19011)"
http://data.linkedevents.org/location/f9dab041-7775-351d-8ed1-61afa3e9da6d,"Chez Pipo, Aéroport Nice Côte D'azur",Aéroport Nice Côte d'Azur,http://dbpedia.org/resource/Nice_Côte_d'Azur_Airport,91.6,"(43.6651, 7.21361)"
http://data.linkedevents.org/location/7f7db279-ebe7-37c8-b5a1-8700a5afa48c,Espace Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),91.6,"(43.6951, 7.24602)"
http://data.linkedevents.org/location/2629a766-4feb-3ead-a74f-11189ff3064d,OGEC,OGC Nice,http://dbpedia.org/resource/OGC_Nice,91.6,"(43.6991, 7.28638)"
http://data.linkedevents.org/location/277f69a8-0d0e-3905-938a-c0d652a5a003,OGEC,OGC Nice,http://dbpedia.org/resource/OGC_Nice,91.6,"(43.7026, 7.27107)"
http://data.linkedevents.org/location/06764c6b-ec36-358a-aad7-5d6b9619651e,Tunnel Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),91.6,"(43.6916, 7.24747)"
http://data.linkedevents.org/location/f2ccddb4-56c6-3227-b687-23af0a55bf58,Campus Lash - Université De Nice Sophia Antipolis,Université de Nice - Sophia Antipolis,http://dbpedia.org/resource/University_of_Nice_Sophia_Antipolis,91.4,"(43.7005, 7.25145)"
http://data.linkedevents.org/location/8d08ca3f-82af-3d1e-b338-29de31551f2e,Nicea Prim,Nicea,http://dbpedia.org/resource/Nice,91.4,"(43.7034, 7.26626)"
http://data.linkedevents.org/location/ff6af535-bbbb-322b-878f-d3995418e304,Piscine de Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.4,"(43.6802, 7.18921)"
http://data.linkedevents.org/location/c9942230-113d-3fcf-813f-cef722dac131,Station Coiffure Saint-Laurent-du-Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.4,"(43.6722, 7.19012)"
http://data.linkedevents.org/location/08431156-3997-31d6-9d64-0f4791561cb7,Mc Donald's Saint Laurent Du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.2,"(43.6595, 7.19414)"
http://data.linkedevents.org/location/92e3802c-ec6c-3fcc-8246-788f1aaeb2a7,Nice Stade Charles Hermann,Stade Charles-Ehrmann,http://dbpedia.org/resource/Stade_Charles-Ehrmann,91.2,"(43.6804, 7.1963)"
http://data.linkedevents.org/location/5beebf25-f850-3d23-a52b-0267d7e1c54e,Paroisse Saint-Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.2,"(43.6752, 7.18638)"
http://data.linkedevents.org/location/5c5bc615-474d-3d8f-9648-cde44b0e237a,Pizzatti Saint Laurent du var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,91.2,"(43.6704, 7.18995)"
http://data.linkedevents.org/location/bf362123-3a5e-39e8-84a8-d1d304c6088c,San Jean Cap Farrat,Saint-Jean-Cap-Ferrat,http://dbpedia.org/resource/Saint-Jean-Cap-Ferrat,91.2,"(43.7104, 7.25552)"
http://data.linkedevents.org/location/b8e1f662-273b-3f57-b31b-83ef17024250,Vinci Park Acropolis,Acropolis (Nice),http://dbpedia.org/resource/Palais_des_Congrès_Acropolis,91.2,"(43.7073, 7.28034)"
http://data.linkedevents.org/location/9b96e153-ce05-3b7d-ae00-0d72c9d773e8,ibis Nice Promenade des Anglais,Promenade des Anglais,http://dbpedia.org/resource/Promenade_des_Anglais,91.2,"(43.6713, 7.22399)"
http://data.linkedevents.org/location/5af20d3d-c1b2-31a9-839a-f481f1651f26,A8 - Sortie 50 - Nice – Promenade des Anglais,Promenade des Anglais,http://dbpedia.org/resource/Promenade_des_Anglais,91.0,"(43.67, 7.20248)"
http://data.linkedevents.org/location/ee935005-1441-3ac7-ba21-9fef3cdd1289,"[u'Basilique Notre Dame de l\u2019Assomption', u'Basilique Notre-Dame de l\u2019Assomption']",Basilique Notre-Dame de Nice,http://dbpedia.org/resource/Notre-Dame_de_Nice,91.0,"(43.7032, 7.26575)"
http://data.linkedevents.org/location/40bbdc97-9918-4c9b-ad1e-323e859d6e93,Basilique Notre-Dame de l'assomption,Basilique Notre-Dame de Nice,http://dbpedia.org/resource/Notre-Dame_de_Nice,91.0,"(43.7032, 7.26579)"
http://data.linkedevents.org/location/53b99f69-c0bb-3962-b395-8d7a1f6fafb5,Cap De Nice,ATP de Nice,http://dbpedia.org/resource/Open_de_Nice_Côte_d'Azur,91.0,"(43.6963, 7.28683)"
http://data.linkedevents.org/location/07dd2e6f-3d38-3cc3-88be-d5cc26b4ea68,Cap de Nice,ATP de Nice,http://dbpedia.org/resource/Open_de_Nice_Côte_d'Azur,91.0,"(43.6868, 7.30213)"
http://data.linkedevents.org/location/df25648e-7478-37f8-94ad-5b8101eac787,Cap de Nice,ATP de Nice,http://dbpedia.org/resource/Open_de_Nice_Côte_d'Azur,91.0,"(43.6878, 7.29799)"
http://data.linkedevents.org/location/5caceea9-1461-3ce9-9c61-29236a16f039,Caserne Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),91.0,"(43.6947, 7.24718)"
http://data.linkedevents.org/location/86d888b9-cd61-3059-afa8-ef5afcec429f,Caserne Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),91.0,"(43.6925, 7.24478)"
http://data.linkedevents.org/location/cf3101b0-1ab6-389b-b28e-dca09dc0203d,Ecuries de l'observatoire de Nice,Observatoire de Nice,http://dbpedia.org/resource/Nice_Observatory,91.0,"(43.7215, 7.3022)"
http://data.linkedevents.org/location/c35b31ec-450f-36a1-86d4-3eddd0afa78c,JOE & the JUICE Nice Côte D'azur Airport,Nice Côte d'Azur Airport,http://dbpedia.org/resource/Nice_Côte_d'Azur_Airport,91.0,"(43.666, 7.2135)"
http://data.linkedevents.org/location/52af777d-d951-4ffd-888d-66dbc8a7cad4,Observatoire Océanologique,Observatoire Oceanologique de Villefranche,http://dbpedia.org/resource/Observatoire_Oceanologique_de_Villefranche,91.0,"(43.6963, 7.30665)"
http://data.linkedevents.org/location/3f89c98b-241b-3471-a9d7-3ce639e6161c,Pharmacie de Falicon,Falicon,http://dbpedia.org/resource/Falicon,91.0,"(43.7284, 7.25561)"
http://data.linkedevents.org/location/9da7939e-4097-3f62-a974-fc31bc5a0ee1,Pont Neuf du Paillon,Paillon,http://dbpedia.org/resource/Paillon,91.0,"(43.7128, 7.28331)"
http://data.linkedevents.org/location/7f98ad67-48a8-4527-ae60-7595adfe906c,Promenade du Paillon,Paillon,http://dbpedia.org/resource/Paillon,91.0,"(43.697, 7.27034)"
http://data.linkedevents.org/location/92fc831b-1766-33c1-91a4-d5b6cf31285e,Promenade du Paillon,Paillon,http://dbpedia.org/resource/Paillon,91.0,"(43.697, 7.27034)"
http://data.linkedevents.org/location/4950786b-01b4-31cd-aaa6-f73d966fd8e8,Villa Fabron,Villa Arson,http://dbpedia.org/resource/Villa_Arson,91.0,"(43.7033, 7.2073)"
http://data.linkedevents.org/location/14200357-f22b-3666-a8a7-e600e72dff67,Alienz Riviéra,Allianz Riviera,http://dbpedia.org/resource/Allianz_Riviera,90.8,"(43.6998, 7.19034)"
http://data.linkedevents.org/location/03300645-a347-31c8-9176-5ed5b21ab0ca,CEDAC Terra Amata,Terra Amata,http://dbpedia.org/resource/Terra_Amata_(archaeological_site),90.8,"(43.7, 7.28947)"
http://data.linkedevents.org/location/7dd7703d-421e-38b8-bf91-b0c936374dcf,Canne sur Mer,Cagnes-sur-Mer,http://dbpedia.org/resource/Cagnes-sur-Mer,90.8,"(43.6593, 7.16519)"
http://data.linkedevents.org/location/60c74d1a-542f-37f7-887b-eabb1e84732f,Centre Equestre de Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,90.8,"(43.7138, 7.18249)"
http://data.linkedevents.org/location/62a5ed3f-98cf-3447-bc57-5d252deca825,L'ancien Château De Nice,Château de Nice,http://dbpedia.org/resource/Castle_of_Nice,90.8,"(43.6975, 7.28175)"
http://data.linkedevents.org/location/d1d86f65-460e-3e91-a756-2e88beeccb26,Mairie de Saint Laurent du Var,Saint-Laurent-du-Var,http://dbpedia.org/resource/Saint-Laurent-du-Var,90.8,"(43.6748, 7.19179)"
http://data.linkedevents.org/location/e13f8711-2f56-385d-9d8e-2ecad72ea966,"Plage, Promenade des Anglais , Nice",Promenade des Anglais,http://dbpedia.org/resource/Promenade_des_Anglais,90.8,"(43.6797, 7.23096)"
http://data.linkedevents.org/location/dd155534-a236-3ecc-8d40-5217072ead8b,Eglise St Michel Villefranche Sur Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,90.6,"(43.7038, 7.31118)"
http://data.linkedevents.org/location/7a825311-5f5d-3970-a292-1db8b9be0aad,Gare SNCF de Villefranche-sur-Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,90.6,"(43.7069, 7.31427)"
http://data.linkedevents.org/location/fadfca45-25de-32a7-946d-bd92406e5375,Hôtel Comté De Nice,Comté de Nice,http://dbpedia.org/resource/County_of_Nice,90.6,"(43.7087, 7.26133)"
http://data.linkedevents.org/location/ef1759bc-8b28-3d9a-8656-7c99c06579bb,Hôtel Nicea,Nicea,http://dbpedia.org/resource/Nice,90.6,"(43.7052, 7.26781)"
http://data.linkedevents.org/location/4467afbf-27d2-37c2-8881-5c6475c6017c,La Playa Promenade Des Anglais,Promenade des Anglais,http://dbpedia.org/resource/Promenade_des_Anglais,90.6,"(43.6713, 7.22355)"
http://data.linkedevents.org/location/974cd8b5-40c1-3140-bc96-48c2c61fa59b,Nice Falicon,Falicon,http://dbpedia.org/resource/Falicon,90.6,"(43.7273, 7.25577)"
http://data.linkedevents.org/location/af2a934b-e179-3fc5-8c6a-b05251dc7773,Notre Dame,Notre-Dame de Nice,http://dbpedia.org/resource/Notre-Dame_de_Nice,90.6,"(43.7041, 7.26767)"
http://data.linkedevents.org/location/644138d3-3594-3430-b4b6-7c5466e9523a,Phoenix,Parc Phœnix,http://dbpedia.org/resource/Parc_Phœnix,90.6,"(43.7018, 7.25719)"
http://data.linkedevents.org/location/85115a98-55cc-3eb1-b09e-ce07e5cb99d4,Plage de Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),90.6,"(43.6931, 7.25319)"
