3cixty_uri,3cixty_label,dbpedia_label,dbpedia_uri,score
http://data.linkedevents.org/location/0cfa2697-a099-317d-9d44-d4b1f6966de9,Cathédrale Saint Nicolas,cathédrale Saint-Nicolas,http://www.wikidata.org/entity/Q2205594,100.0
http://data.linkedevents.org/location/2dff4d67-78ed-3062-b6fc-09768eaab5a7,Cathédrale Saint-Nicolas,cathédrale Saint-Nicolas,http://www.wikidata.org/entity/Q2205594,100.0
http://data.linkedevents.org/location/a8ddffec-5ec9-3f3c-9c7a-b14a15a77c2b,Chapelle de la Visitation Sainte Claire,chapelle de la Visitation Sainte-Claire,http://www.wikidata.org/entity/Q2957346,100.0
http://data.linkedevents.org/location/transit/Nice/stop/639c76e0-ec6d-3cb6-b6f8-aa64ffe90847,Château de Crémat,château de Crémat,http://www.wikidata.org/entity/Q2969092,100.0
http://data.linkedevents.org/location/c815138a-075d-4736-9302-1b6695429470,Château de Nice,château de Nice,http://www.wikidata.org/entity/Q2970127,100.0
http://data.linkedevents.org/location/eeb2e242-ca6d-3a5c-8dea-2c0cfb8810fe,Château de Valrose,château de Valrose,http://www.wikidata.org/entity/Q2970898,100.0
http://data.linkedevents.org/location/transit/Nice/stop/547d7cbc-4575-31f3-808d-38c653e444bf,Château de l'Anglais,château de l'Anglais,http://www.wikidata.org/entity/Q2640864,100.0
http://data.linkedevents.org/location/9585cef1-03c2-3613-8473-df46fea2b85e,Citadelle Saint-Elme,citadelle Saint-Elme,http://www.wikidata.org/entity/Q2974372,100.0
http://data.linkedevents.org/location/c6cff77a-77e4-4290-a24a-7abd8e4c9dbb,Cours Saleya,Cours Saleya,http://www.wikidata.org/entity/Q3001353,100.0
http://data.linkedevents.org/location/b33cf91c-4c45-3c56-ada7-8944b944e9ba,Croix Séraphique de Cimiez,croix séraphique de Cimiez,http://www.wikidata.org/entity/Q3003690,100.0
http://data.linkedevents.org/location/e2e86668-775d-304b-90f6-42b15e8f4a06,Excelsior Régina Palace,Excelsior Régina Palace,http://www.wikidata.org/entity/Q3061807,100.0
http://data.linkedevents.org/location/transit/Nice/stop/009f7c23-f010-31ff-ab10-c19ed9bd3a58,Falicon,Falicon,http://www.wikidata.org/entity/Q867129,100.0
http://data.linkedevents.org/location/adc47e7a-e998-3ddd-8f18-70a0b3e69487,Fontaine des Tritons,fontaine des Tritons,http://www.wikidata.org/entity/Q3076243,100.0
http://data.linkedevents.org/location/11d73c22-a88a-3c4d-bed3-55b8626a0375,Gare de Nice Riquier,gare de Nice-Riquier,http://www.wikidata.org/entity/Q975315,100.0
http://data.linkedevents.org/location/512052eb-b546-31ac-b035-994527c9eacb,Gare de Nice-Riquier,gare de Nice-Riquier,http://www.wikidata.org/entity/Q975315,100.0
http://data.linkedevents.org/location/fe4ac53b-8900-3ae8-bd15-e17fa10cd511,Gare de Nice-Saint-Roch,gare de Nice-Saint-Roch,http://www.wikidata.org/entity/Q3097204,100.0
http://data.linkedevents.org/location/79f83901-c5f5-3353-a0b7-b47d45828335,Gare de Saint-Laurent du Var,gare de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q15188534,100.0
http://data.linkedevents.org/location/3d8f4fbc-9dff-3680-bac3-ace51ca01a9f,Gare de Saint-Laurent-du-Var,gare de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q15188534,100.0
http://data.linkedevents.org/location/2526f97d-c74d-37c2-b390-968e3d7c61cd,Gare de Villefranche-sur-Mer,gare de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q1862280,100.0
http://data.linkedevents.org/location/93e52bec-e921-33cb-b6a1-6315b702ceb3,Gare de l'Ariane - La Trinité,gare de l'Ariane - La Trinité,http://www.wikidata.org/entity/Q15188509,100.0
http://data.linkedevents.org/location/20462387-04bd-3da2-b133-0a59ddb2f4ba,Halle des sports Charles-Ehrmann,Halle des sports Charles-Ehrmann,http://www.wikidata.org/entity/Q16303731,100.0
http://data.linkedevents.org/location/ea5a808a-6769-4813-8fc4-650aa0887aeb,Hotel Negresco,hôtel Negresco,http://www.wikidata.org/entity/Q743147,100.0
http://data.linkedevents.org/location/transit/Nice/stop/b4f04959-ff45-3469-8ef8-49967b1b1aa2,Lycée Masséna,lycée Masséna,http://www.wikidata.org/entity/Q3268838,100.0
http://data.linkedevents.org/location/19a7b596-f6eb-3161-88a5-b54fe7640876,Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,100.0
http://data.linkedevents.org/location/3951c4aa-c112-3891-938e-1277e023228f,Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,100.0
http://data.linkedevents.org/location/e4a459b4-83b7-3000-bfc4-bd2f97a6b812,Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,100.0
http://data.linkedevents.org/location/transit/Nice/stop/16c1c30f-db7d-36d3-bb9c-e3494fbc52bc,Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,100.0
http://data.linkedevents.org/location/b0c224d3-382c-393c-ac53-d17be052aaa0,Monastère de Cimiez,monastère de Cimiez,http://www.wikidata.org/entity/Q3320265,100.0
http://data.linkedevents.org/location/3186377d-ac1c-3a71-bf40-8c37002ba227,Mont Boron,mont Boron,http://www.wikidata.org/entity/Q3321705,100.0
http://data.linkedevents.org/location/ed3c7c5d-61d3-41dc-83d0-14a0cbf5da20,Monument aux morts de Rauba-Capeù,monument aux morts de Rauba-Capeù,http://www.wikidata.org/entity/Q3323294,100.0
http://data.linkedevents.org/location/274fc357-6730-4b4f-a779-d2d99845bca0,Musée International d’art Naif Anatole Jakovsky,musée international d'art naïf Anatole Jakovsky,http://www.wikidata.org/entity/Q3330613,100.0
http://data.linkedevents.org/location/413cb48a-2d39-43f9-949e-62b5d2e041aa,Musée Masséna,musée Masséna,http://www.wikidata.org/entity/Q3329270,100.0
http://data.linkedevents.org/location/1e71ebd3-d495-4c35-88ff-3f749b65263b,Musée Matisse,musée Matisse,http://www.wikidata.org/entity/Q1563354,100.0
http://data.linkedevents.org/location/947ec7be-9cc5-3466-9fcb-5263c51b8442,Musée National du Sport,musée national du Sport,http://www.wikidata.org/entity/Q3330734,100.0
http://data.linkedevents.org/location/676841f5-0f51-3fa7-9f5a-aed6ee41ba7a,Musée archéologique de Nice-Cimiez,musée archéologique de Nice-Cimiez,http://www.wikidata.org/entity/Q3329446,100.0
http://data.linkedevents.org/location/50fbac29-c16d-3f28-b022-b322ae1102c8,Nice,Nice,http://www.wikidata.org/entity/Q33959,100.0
http://data.linkedevents.org/location/dcadce63-5660-3fcb-b184-3044a2a40c33,Nice,Nice,http://www.wikidata.org/entity/Q33959,100.0
http://data.linkedevents.org/location/579aa423-cb1b-3d35-90d5-ef482aa093ad,Nice Lawn Tennis Club,Nice Lawn Tennis Club,http://www.wikidata.org/entity/Q691078,100.0
http://data.linkedevents.org/location/813fcaf9-4578-356c-bfb7-fac2c4049173,Nice Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,100.0
http://data.linkedevents.org/location/759f64c3-8b08-499c-89a2-81db3d2e3b76,Observatoire de Nice,observatoire de Nice,http://www.wikidata.org/entity/Q508362,100.0
http://data.linkedevents.org/location/37012dce-9584-49c9-af70-68dc192a9ef4,Opéra de Nice,opéra de Nice,http://www.wikidata.org/entity/Q608423,100.0
http://data.linkedevents.org/location/ce05490c-b7eb-3b0f-b8cd-d4439079684f,Opéra de Nice,opéra de Nice,http://www.wikidata.org/entity/Q608423,100.0
http://data.linkedevents.org/location/e4e2fecd-c7cd-3fad-b079-874a6d689041,Palais Baréty,palais Baréty,http://www.wikidata.org/entity/Q15952894,100.0
http://data.linkedevents.org/location/046a44c9-1cfd-3619-85d9-7d635cba35bf,Palais Hongran,palais Hongran,http://www.wikidata.org/entity/Q13518326,100.0
http://data.linkedevents.org/location/20a9c6d5-434c-4aa3-a0d6-9e40f090ed8f,Palais Lascaris,palais Lascaris,http://www.wikidata.org/entity/Q3360882,100.0
http://data.linkedevents.org/location/803dddd2-91ed-3328-84fa-1c87df8ec5e4,Palais Lascaris,palais Lascaris,http://www.wikidata.org/entity/Q3360882,100.0
http://data.linkedevents.org/location/0ea336b9-37cc-3bba-bec5-330e530ecf5d,Palais Meyerbeer,palais Meyerbeer,http://www.wikidata.org/entity/Q13518224,100.0
http://data.linkedevents.org/location/ff2228b7-e347-43c0-bb7d-501a0171636c,Palais Nikaia,palais Nikaia,http://www.wikidata.org/entity/Q1033364,100.0
http://data.linkedevents.org/location/731551f8-0ba6-3f97-b37f-a3f089e83509,Palais communal de Nice,palais communal de Nice,http://www.wikidata.org/entity/Q3360951,100.0
http://data.linkedevents.org/location/220c7ac5-f2bc-3212-bd5d-84460cf60226,Palais d'York,palais d'York,http://www.wikidata.org/entity/Q13516908,100.0
http://data.linkedevents.org/location/a09c5181-5cd4-3cda-b684-8d092f43fa45,Palais de l'agriculture,palais de l'agriculture,http://www.wikidata.org/entity/Q4277750,100.0
http://data.linkedevents.org/location/cf4083d7-f30a-48a7-bc07-15fa80c6a139,Palais des Sports Jean-Bouin,palais des sports Jean-Bouin,http://www.wikidata.org/entity/Q3361121,100.0
http://data.linkedevents.org/location/59d4e126-2497-32f3-acbb-e69bb72030c2,Parc d'estienne d'orves,parc d'Estienne-d'Orves,http://www.wikidata.org/entity/Q3363963,100.0
http://data.linkedevents.org/location/b82d3d3d-6037-4be8-a6be-532cd7287c32,Place Garibaldi,place Garibaldi,http://www.wikidata.org/entity/Q3389830,100.0
http://data.linkedevents.org/location/2e0e6f14-70cb-374f-aad8-bcea201bf94a,Place Masséna,place Masséna,http://www.wikidata.org/entity/Q3389982,100.0
http://data.linkedevents.org/location/50d99c53-c04a-4f1d-b869-92044f3e8e1b,Place masséna,place Masséna,http://www.wikidata.org/entity/Q3389982,100.0
http://data.linkedevents.org/location/30673145-4176-3eb3-9fb9-baab8af551b1,Port Lympia,port Lympia,http://www.wikidata.org/entity/Q3398372,100.0
http://data.linkedevents.org/location/81d857b7-9195-4cb0-a0ad-127b9924ee92,Promenade des Anglais,promenade des Anglais,http://www.wikidata.org/entity/Q1849491,100.0
http://data.linkedevents.org/location/7f98ad67-48a8-4527-ae60-7595adfe906c,Promenade du Paillon,Promenade du Paillon,http://www.wikidata.org/entity/Q16510514,100.0
http://data.linkedevents.org/location/92fc831b-1766-33c1-91a4-d5b6cf31285e,Promenade du Paillon,Promenade du Paillon,http://www.wikidata.org/entity/Q16510514,100.0
http://data.linkedevents.org/location/3f85a881-3445-3668-b393-7ddeaf7e1792,Quartier du port,quartier du port,http://www.wikidata.org/entity/Q3413294,100.0
http://data.linkedevents.org/location/69e7b5b8-91f1-3c2b-a61b-f1e9783d4b60,Rade de Villefranche,Rade de Villefranche,http://www.wikidata.org/entity/Q16510586,100.0
http://data.linkedevents.org/location/ffc2adaf-5478-3402-8985-6cd21edd092b,Saint-André-de-la-Roche,Saint-André-de-la-Roche,http://www.wikidata.org/entity/Q746896,100.0
http://data.linkedevents.org/location/8c3490cf-d609-4a96-8b78-542de8aa3754,Stade du Ray,stade du Ray,http://www.wikidata.org/entity/Q1469394,100.0
http://data.linkedevents.org/location/96a9895b-051a-4ff6-88f4-ab119bc84bdf,Théatre National de Nice,théâtre national de Nice,http://www.wikidata.org/entity/Q3527885,100.0
http://data.linkedevents.org/location/81d8b993-e0a8-3c64-8999-3519e02b54d6,Tunnel de Las Planas,tunnel de Las Planas,http://www.wikidata.org/entity/Q3542142,100.0
http://data.linkedevents.org/location/f4e6f09d-4cac-3ca1-a1a5-8d9ce6aef9e1,Viaduc de l'Oli,viaduc de l'Oli,http://www.wikidata.org/entity/Q3556639,100.0
http://data.linkedevents.org/location/transit/Nice/stop/8926a1ca-300c-342f-a018-85a913d8f4a3,Viaduc de l'Oli,viaduc de l'Oli,http://www.wikidata.org/entity/Q3556639,100.0
http://data.linkedevents.org/location/0c925d91-79be-3e35-98b3-f735aaba6108,Viaduc du Magnan,viaduc du Magnan,http://www.wikidata.org/entity/Q3556706,100.0
http://data.linkedevents.org/location/2878441c-d3c8-3a07-b2b9-f24495876af7,Viaduc du Vallon des Fleurs,viaduc du Vallon des Fleurs,http://www.wikidata.org/entity/Q3556721,100.0
http://data.linkedevents.org/location/45eff589-7a02-390b-93d7-68ee49f4db25,Vieux-Nice,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,100.0
http://data.linkedevents.org/location/transit/Nice/stop/36a26941-fec4-33dd-afc5-5989d34a9d15,Villa Arson,villa Arson,http://www.wikidata.org/entity/Q1107189,100.0
http://data.linkedevents.org/location/987614d9-4631-30fd-bd8c-5439f040d4b5,Villa Beau Site,villa Beau Site,http://www.wikidata.org/entity/Q3558462,100.0
http://data.linkedevents.org/location/e924c2b4-fd26-3610-a746-6dcc73cd68c1,Villa Leopolda,villa Leopolda,http://www.wikidata.org/entity/Q1495042,100.0
http://data.linkedevents.org/location/d8430e07-cd64-31d6-804f-bda1f16ffc93,Villa Paradiso,villa Paradiso,http://www.wikidata.org/entity/Q3558695,100.0
http://data.linkedevents.org/location/0cac804e-4909-3326-83a6-c24757325011,Villefranche-sur-Mer,Villefranche-sur-Mer,http://www.wikidata.org/entity/Q207080,100.0
http://data.linkedevents.org/location/c827deef-47f2-369a-8f3a-59a4f76a3dc4,Villefranche-sur-Mer,Villefranche-sur-Mer,http://www.wikidata.org/entity/Q207080,100.0
http://data.linkedevents.org/location/4246c7d3-a75a-3e92-8076-a30942163b19,Zygofolis,Zygofolis,http://www.wikidata.org/entity/Q3576402,100.0
http://data.linkedevents.org/location/transit/Nice/stop/5e1bc5f2-a30d-3211-8fc1-afb2183f2316,gare de La Trinité-Victor,gare de La Trinité-Victor,http://www.wikidata.org/entity/Q3096816,100.0
http://data.linkedevents.org/location/transit/Nice/stop/6b708f71-d1ba-306a-b769-2fb536e886fc,gare de Nice-Pont-Michel,gare de Nice-Pont-Michel,http://www.wikidata.org/entity/Q18749562,100.0
http://data.linkedevents.org/location/transit/Nice/stop/cbb9335f-84c1-3ec9-a582-e2b195102b69,gare de Nice-Riquier,gare de Nice-Riquier,http://www.wikidata.org/entity/Q975315,100.0
http://data.linkedevents.org/location/transit/Nice/stop/b568dce2-af77-305b-8faa-26511ccf57dc,gare de Nice-Ville,gare de Nice-Ville,http://www.wikidata.org/entity/Q738970,100.0
http://data.linkedevents.org/location/transit/Nice/stop/65d8b7dc-6dc4-3f84-b6fe-09c61978c01a,gare de Villefranche-sur-Mer,gare de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q1862280,100.0
http://data.linkedevents.org/location/88ebcf57-e176-3883-8b22-f797caff9cc7,"[u""Parc d'Estienne d'Orves"", u'parc estiennedorv']",parc d'Estienne-d'Orves,http://www.wikidata.org/entity/Q3363963,100.0
http://data.linkedevents.org/location/11a68062-02ca-304a-9147-8e786d658773,Église Saint-Jacques-le-Majeur de Nice,église Saint-Jacques-le-Majeur de Nice,http://www.wikidata.org/entity/Q3581839,100.0
http://data.linkedevents.org/location/8eb77f60-4f44-3a6b-a394-5824478ef725,Église Saint-Roch de Nice,église Saint-Roch de Nice,http://www.wikidata.org/entity/Q3584280,100.0
http://data.linkedevents.org/location/1316a33b-c466-3465-bbc1-dcf38d5e8257,Église Sainte-Hélène de Nice,église Sainte-Hélène de Nice,http://www.wikidata.org/entity/Q15954021,100.0
http://data.linkedevents.org/location/7a47c850-88e1-3b25-8ddb-6dcefef9c4c3,Cimetière du Château,cimetière du château (Nice),http://www.wikidata.org/entity/Q2972611,98.8
http://data.linkedevents.org/location/477208d2-9ce0-310d-b39d-e4fb4aeff229,Cantón de Saint-Laurent-du-Var-Cagnes-sur-Mer-Este,canton de Saint-Laurent-du-Var-Cagnes-sur-Mer-Est,http://www.wikidata.org/entity/Q1727236,98.6
http://data.linkedevents.org/location/transit/Nice/stop/b88c14e3-d257-366b-acae-a36ce7216c83,gare de L'Ariane-la-Trinité,gare de l'Ariane - La Trinité,http://www.wikidata.org/entity/Q15188509,98.2
http://data.linkedevents.org/location/4d67c534-9bf0-39ea-ae42-45adc98a8fd6,Alhambra (Nice),Alhambra,http://www.wikidata.org/entity/Q2836046,97.6
http://data.linkedevents.org/location/af12dbfd-4410-3f73-a32e-63ed8a27292d,Consulat Général de Tunisie,Consulat général de Tunisie à Nice,http://www.wikidata.org/entity/Q16507616,97.6
http://data.linkedevents.org/location/ac773520-61e0-3728-977b-9bb29e09b111,Le Palais Meyerbeer,palais Meyerbeer,http://www.wikidata.org/entity/Q13518224,97.6
http://data.linkedevents.org/location/033a4b96-3d88-37b4-a2aa-730abd6ac227,Palais De La Mediterrannee,palais de la Méditerranée,http://www.wikidata.org/entity/Q3361055,97.6
http://data.linkedevents.org/location/42b489f3-9108-3364-abc6-79d30b3b0ee7,Chapelle de la Très-Sainte-Trinité et du Saint-Suaire,chapelle de la Très-Sainte-Trinité et du Saint-Suaire de Nice,http://www.wikidata.org/entity/Q2957343,96.8
http://data.linkedevents.org/location/42c9c066-3ecf-3ba1-bf13-70f348da0624,KFC Nice Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,96.8
http://data.linkedevents.org/location/832202f8-20cf-3f7a-97e0-7aebc01cc9ed,Eglise Sainte Marie Madeleine,église Sainte-Marie-Madeleine de Nice,http://www.wikidata.org/entity/Q27345374,96.6
http://data.linkedevents.org/location/09bd69a0-0924-37ed-90f9-bf3150b58c6b,Église Saint-François de Paule,église Saint-François-de-Paule de Nice,http://www.wikidata.org/entity/Q3581467,96.6
http://data.linkedevents.org/location/3bf5c49d-bd1f-3d61-b19d-8f7a75a9bf4e,"[u'ERAM NICE LINGOSTIERE', u'Eram']",Nice Lingostière,http://www.wikidata.org/entity/Q3339613,96.2
http://data.linkedevents.org/location/783ff840-d17d-3056-8ae7-20005ee1c917,PARC AUTO PALAIS DE LA MEDITERRANEE,palais de la Méditerranée,http://www.wikidata.org/entity/Q3361055,96.2
http://data.linkedevents.org/location/transit/Nice/stop/b1b51472-d612-3053-ac36-6a07565f8359,Saint-Laurent-du-Var Gare,gare de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q15188534,96.2
http://data.linkedevents.org/location/b5183cee-7d9a-3085-825f-ace9c1522f04,Museo Marc-Chagall,musée Marc-Chagall,http://www.wikidata.org/entity/Q3329265,96.0
http://data.linkedevents.org/location/be084093-7487-4c11-aad0-0abaaa298ca6,Stade Charles ehhmann,stade Charles-Ehrmann,http://www.wikidata.org/entity/Q1767749,96.0
http://data.linkedevents.org/location/ef91b102-fb0b-39e4-b7e6-d89924595548,saint jean l'evangeliste (église),église Saint-Jean-l'Évangéliste de Nice,http://www.wikidata.org/entity/Q15958164,96.0
http://data.linkedevents.org/location/fa837516-eb3c-3abc-b4bd-d1245760944b,Le Palais De l'Agriculture,palais de l'agriculture,http://www.wikidata.org/entity/Q4277750,95.8
http://data.linkedevents.org/location/1a0bb0c1-efcb-3a5e-8c54-86c048ef8347,Sur la Place Massena,place Masséna,http://www.wikidata.org/entity/Q3389982,95.8
http://data.linkedevents.org/location/058e74b6-3b1f-3d19-9d3a-9b5c2f21ad45,Zara Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,95.8
http://data.linkedevents.org/location/63128343-0559-355e-80f4-52c874b6539f,Eglise Sainte Monique,église Sainte-Monique de Nice,http://www.wikidata.org/entity/Q27345388,95.6
http://data.linkedevents.org/location/transit/Nice/stop/50f0da64-0b1a-38d5-8a23-ce6c3603ead3,Jean Médecin,avenue Jean-Médecin,http://www.wikidata.org/entity/Q2873716,95.6
http://data.linkedevents.org/location/f79d0283-b4bd-3211-9ad5-14ade37f4c46,Mairie de Villefranche sur Mer,Villefranche-sur-Mer,http://www.wikidata.org/entity/Q207080,95.6
http://data.linkedevents.org/location/a77827f6-6a87-3261-8713-d3334b118ccb,Église Sainte Thérèse,église Sainte-Thérèse de Nice,http://www.wikidata.org/entity/Q27345400,95.6
http://data.linkedevents.org/location/6e8a58ac-1f6d-3d50-aaec-9f7cb674c851,Eglise Notre Dame de Lourdes,église Notre-Dame-de-Lourdes de Nice,http://www.wikidata.org/entity/Q15958168,95.4
http://data.linkedevents.org/location/transit/Nice/stop/e896983b-e0a6-3bb6-842b-f9167990f616,Garibaldi,place Garibaldi,http://www.wikidata.org/entity/Q3389830,95.4
http://data.linkedevents.org/location/a256a95b-20fc-346a-89b8-b36b750123ec,Église Saint Joseph,église Saint-Joseph de Nice,http://www.wikidata.org/entity/Q27345235,95.4
http://data.linkedevents.org/location/a98a064b-1b7a-462d-b8df-3dfcc05a7c67,Théâtre de verdure,théâtre de verdure de Nice,http://www.wikidata.org/entity/Q3527730,95.2
http://data.linkedevents.org/location/0a3f2da9-e1d5-3539-aa29-45239666f622,"[u'Eglise Saint Marc', u'\xc9glise Saint Marc']",église Saint-Marc de Nice,http://www.wikidata.org/entity/Q27345248,95.0
http://data.linkedevents.org/location/25cf9930-650e-41c8-9e7f-987666e2f721,Musée d'art moderne et d'art contemprorain,musée d'art moderne et d'art contemporain de Nice,http://www.wikidata.org/entity/Q936859,95.0
http://data.linkedevents.org/location/60485b37-6d5b-3ca4-8ae5-99619651c064,Terrasse du Palais de la Méditerranée,palais de la Méditerranée,http://www.wikidata.org/entity/Q3361055,95.0
http://data.linkedevents.org/location/2e361e60-56e1-3321-82d4-0b42b51559b3,Villefance-sur-Mer,Villefranche-sur-Mer,http://www.wikidata.org/entity/Q207080,95.0
http://data.linkedevents.org/location/4c9e21b0-15b1-3586-b584-39c4b1f7381b,Arroport Nice Cote D' Azur,aéroport Nice Côte d'Azur,http://www.wikidata.org/entity/Q821557,94.8
http://data.linkedevents.org/location/transit/Nice/stop/7babce14-b6cc-31c1-b286-1cacd0a2fe7c,Arènes / Musée Matisse,musée Matisse,http://www.wikidata.org/entity/Q1563354,94.8
http://data.linkedevents.org/location/29e9e77a-3dd1-3cee-ae55-243bb1e40018,Eglise Arménienne Sainte Marie,église arménienne Sainte-Marie de Nice,http://www.wikidata.org/entity/Q16008715,94.8
http://data.linkedevents.org/location/34cdd9e5-d07d-3131-a606-c855eb1027a6,Nice Ville - Promenade Des Anglais,promenade des Anglais,http://www.wikidata.org/entity/Q1849491,94.8
http://data.linkedevents.org/location/5678b859-6661-3422-b1b5-ffa7c0826303,Ponte Napoleone III,pont Napoléon III,http://www.wikidata.org/entity/Q3907996,94.8
http://data.linkedevents.org/location/36087d80-5af4-3649-83ad-23a922bcaa6c,LCL Saint Laurent du Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,94.4
http://data.linkedevents.org/location/c7f1ee32-df85-3717-8195-e2767351f9b8,Stade de Saint Laurent du Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,94.4
http://data.linkedevents.org/location/a1892e16-00a7-39f6-a5b0-2f60a70e28f9,Suzuki Saint Laurent du Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,94.2
http://data.linkedevents.org/location/2f46028d-567c-4b0c-998a-0844562c7c41,Cathédrale Saint-Nicolas de Nice,cathédrale Saint-Nicolas,http://www.wikidata.org/entity/Q2205594,94.0
http://data.linkedevents.org/location/d31e5d0d-18f9-4ec9-8792-1ba3421cb4c5,Cathédrale Sainte-Réparate,cathédrale Sainte-Réparate de Nice,http://www.wikidata.org/entity/Q1084011,94.0
http://data.linkedevents.org/location/ca3228c9-16f3-4c4c-b044-a1d3de38a171,Chapelle de la Miséricorde,chapelle de la Miséricorde de Nice,http://www.wikidata.org/entity/Q2957328,94.0
http://data.linkedevents.org/location/a0b08401-6bbe-330c-8e73-ff5dfe6bcaa0,Eglise Anglica de Nice,église anglicane de Nice,http://www.wikidata.org/entity/Q3585459,94.0
http://data.linkedevents.org/location/3fd1f8ed-0c77-33a5-9a2b-0a839840f482,Eglise Sainte-Jeanne d'Arc,église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,94.0
http://data.linkedevents.org/location/transit/Nice/stop/bfe57c47-ee0a-3970-9f9e-e53eda1a2d9b,Masséna,place Masséna,http://www.wikidata.org/entity/Q3389982,94.0
http://data.linkedevents.org/location/a7eb8d2a-1424-3750-8772-52fcce6695ce,Stadio Charles Ehrmann,stade Charles-Ehrmann,http://www.wikidata.org/entity/Q1767749,94.0
http://data.linkedevents.org/location/7b449db3-9849-312f-be0f-60327763ba74,Église Sainte-Jeanne-d'Arc,église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,94.0
http://data.linkedevents.org/location/f1b5b337-ff3a-4ccc-9cc0-11b8fa9307df,Église Sainte-Jeanne-d'Arc,église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,94.0
http://data.linkedevents.org/location/82cbb8f6-f597-3bbf-80d1-4c84a4b6f92c,Hôtel Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,93.8
http://data.linkedevents.org/location/ca1ecfc9-6d74-327e-a949-060d0a847d10,Observatoire Oceanologique de Villefranche,observatoire océanologique de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q3348478,93.8
http://data.linkedevents.org/location/deb6ed1d-12c6-3340-a8d8-5c99896f310e,Plage Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,93.8
http://data.linkedevents.org/location/70ee6eb7-dfff-308d-a374-038c2bd67a44,Aéroport Nice Côte D'azur Tl 1 Portes 3,aéroport Nice Côte d'Azur,http://www.wikidata.org/entity/Q821557,93.6
http://data.linkedevents.org/location/8acb3ce4-4f52-30cb-8344-d07539d404d1,Taxi drap,Drap,http://www.wikidata.org/entity/Q1089758,93.6
