3cixty_uri,3cixty_label,dbpedia_label,dbpedia_uri,score,correct
http://data.linkedevents.org/location/a7eb8d2a-1424-3750-8772-52fcce6695ce,Stadio Charles Ehrmann,stade Charles-Ehrmann,http://www.wikidata.org/entity/Q1767749,94.00.00,y
http://data.linkedevents.org/location/7b449db3-9849-312f-be0f-60327763ba74,Église Sainte-Jeanne-d'Arc,église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,94.00.00,y
http://data.linkedevents.org/location/f1b5b337-ff3a-4ccc-9cc0-11b8fa9307df,Église Sainte-Jeanne-d'Arc,église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,94.00.00,y
http://data.linkedevents.org/location/82cbb8f6-f597-3bbf-80d1-4c84a4b6f92c,Hôtel Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,93.08.00,y
http://data.linkedevents.org/location/ca1ecfc9-6d74-327e-a949-060d0a847d10,Observatoire Oceanologique de Villefranche,observatoire océanologique de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q3348478,93.08.00,y
http://data.linkedevents.org/location/deb6ed1d-12c6-3340-a8d8-5c99896f310e,Plage Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,93.08.00,y
http://data.linkedevents.org/location/70ee6eb7-dfff-308d-a374-038c2bd67a44,Aéroport Nice Côte D'azur Tl 1 Portes 3,aéroport Nice Côte d'Azur,http://www.wikidata.org/entity/Q821557,93.06.00,y
http://data.linkedevents.org/location/8acb3ce4-4f52-30cb-8344-d07539d404d1,Taxi drap,Drap,http://www.wikidata.org/entity/Q1089758,93.06.00,y
http://data.linkedevents.org/location/transit/Nice/stop/5f3a1386-1430-3bd2-8f5d-83bab0adbd9f,Vallon des Fleurs,viaduc du Vallon des Fleurs,http://www.wikidata.org/entity/Q3556721,93.04.00,y
http://data.linkedevents.org/location/1a16b806-7a3e-329b-a0a0-1742516ec317,Chapelle Sainte Croix,chapelle Sainte-Croix de Nice,http://www.wikidata.org/entity/Q2957092,93.02.00,y
http://data.linkedevents.org/location/f8aab220-c363-3713-a83b-7b627f2ee423,Le Château de Nice,château de Nice,http://www.wikidata.org/entity/Q2970127,93.02.00,y
http://data.linkedevents.org/location/06764c6b-ec36-358a-aad7-5d6b9619651e,Tunnel Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,93.02.00,y
http://data.linkedevents.org/location/transit/Nice/stop/05f02be1-0472-3fee-86ba-42d1d2b03e72,gare de Nice-St-Augustin,gare de Nice-Saint-Augustin,http://www.wikidata.org/entity/Q3097206,93.02.00,y
http://data.linkedevents.org/location/1acb1681-f68e-44d5-9935-461094849699,Aéroport de Nice-Côte d'Azur,aéroport Nice Côte d'Azur,http://www.wikidata.org/entity/Q821557,93.00.00,y
http://data.linkedevents.org/location/transit/Nice/stop/84c5f2c0-870d-385d-af62-beade69eb567,Monastère / Cimiez,monastère de Cimiez,http://www.wikidata.org/entity/Q3320265,93.00.00,y
http://data.linkedevents.org/location/04615f5b-67cc-48fc-a224-40786b28eca7,Musée des beaux arts,musée des beaux-arts de Nice,http://www.wikidata.org/entity/Q3330218,93.00.00,y
http://data.linkedevents.org/location/transit/Nice/stop/f6a4d380-aee2-3a6b-ab4e-b9a916b0d286,gare de St-Laurent-du-Var,gare de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q15188534,93.00.00,y
http://data.linkedevents.org/location/310ced27-73b1-3001-b450-d9209ba2a1b9,"[u'Solea Villefranche-sur-mer', u'Sol\xe9a gelateria di corsica Villefranche-sur-mer']",Villefranche-sur-Mer,http://www.wikidata.org/entity/Q207080,92.08.00,y
http://data.linkedevents.org/location/99f684f4-c87c-3879-97c5-be9321c9f7d0,Starbuck Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,92.08.00,y
http://data.linkedevents.org/location/10d379c9-f3d4-3977-b0b2-d4b8287cffd3,Toilettage Nice Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,92.08.00,y
http://data.linkedevents.org/location/c470be74-2b4c-40b1-8b48-a760340d470e,Parc des Arènes de Cimiez,arènes de Cimiez,http://www.wikidata.org/entity/Q2866137,92.06.00,y
http://data.linkedevents.org/location/7a4d2db8-3f87-3959-a404-a456c20da0ae,Institut Guinot Saint Laurent du Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,92.04.00,y
http://data.linkedevents.org/location/cac5fcef-50c2-3cca-8069-0d0255afd53c,Pharmacie Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,92.04.00,y
http://data.linkedevents.org/location/1cc71825-7466-3911-aa8b-45ce7c699634,Starbucks Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,92.04.00,y
http://data.linkedevents.org/location/c30d8cc8-7d7a-3c48-b775-2edd45c14e1b,Boutique SFR NICE LINGOSTIERE,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,92.02.00,y
http://data.linkedevents.org/location/dd155534-a236-3ecc-8d40-5217072ead8b,Eglise St Michel Villefranche Sur Mer,église Saint-Michel de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q15953852,92.02.00,y
http://data.linkedevents.org/location/7a825311-5f5d-3970-a292-1db8b9be0aad,Gare SNCF de Villefranche-sur-Mer,gare de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q1862280,92.02.00,y
http://data.linkedevents.org/location/eb24bff3-ff61-48d4-9479-5ebd823b68e2,Hyatt Regency Nice Palais de la Mediterranee,palais de la Méditerranée,http://www.wikidata.org/entity/Q3361055,92.00.00,y
http://data.linkedevents.org/location/transit/Nice/stop/9bb88f9e-bf66-3cc9-9ac9-7e748b9588a0,Saint-Roman de Bellet,église Saint-Roman de Bellet,http://www.wikidata.org/entity/Q3584302,92.00.00,y
http://data.linkedevents.org/location/80614374-51e8-3f60-b1f3-a082bb0e0e0d,saint roman de bellet,église Saint-Roman de Bellet,http://www.wikidata.org/entity/Q3584302,92.00.00,y
http://data.linkedevents.org/location/02f2cb79-c94f-3295-93cb-9d7816e8560d,Lenval,Fondation Lenval,http://www.wikidata.org/entity/Q3075486,91.08.00,y
http://data.linkedevents.org/location/transit/Nice/stop/ee45ee41-2b7f-380b-ab3c-ef64f01bd88c,Lenval,Fondation Lenval,http://www.wikidata.org/entity/Q3075486,91.08.00,y
http://data.linkedevents.org/location/transit/Nice/stop/b4955776-4e47-3ef5-932a-e7f5095f17d6,Valrose,château de Valrose,http://www.wikidata.org/entity/Q2970898,91.08.00,y
http://data.linkedevents.org/location/611e015b-aae3-32eb-baf4-ea89d0989458,Agence Groupama Saint Laurent Du Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,91.06.00,y
http://data.linkedevents.org/location/f9dab041-7775-351d-8ed1-61afa3e9da6d,"Chez Pipo, Aéroport Nice Côte D'azur",aéroport Nice Côte d'Azur,http://www.wikidata.org/entity/Q821557,91.06.00,y
http://data.linkedevents.org/location/86538125-db4a-3c4b-8acb-32eb972e70dd,Notre Dame du Perpétuel Secours,église Notre-Dame-du-Perpétuel-Secours de Nice,http://www.wikidata.org/entity/Q15958166,91.06.00,y
http://data.linkedevents.org/location/42c10f9b-d591-319c-96a0-7566f50d2fd6,Centre PMI Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,91.04.00,y
http://data.linkedevents.org/location/c9942230-113d-3fcf-813f-cef722dac131,Station Coiffure Saint-Laurent-du-Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,91.04.00,y
http://data.linkedevents.org/location/efbfc5b9-07dc-3ce0-a81a-d6a8b99a7fc5,Institut Stanislas,Institution Stanislas,http://www.wikidata.org/entity/Q3152823,91.02.00,y
http://data.linkedevents.org/location/ee935005-1441-3ac7-ba21-9fef3cdd1289,"[u'Basilique Notre Dame de l\u2019Assomption', u'Basilique Notre-Dame de l\u2019Assomption']",basilique Notre-Dame de Nice,http://www.wikidata.org/entity/Q2886962,91.00.00,y
http://data.linkedevents.org/location/40bbdc97-9918-4c9b-ad1e-323e859d6e93,Basilique Notre-Dame de l'assomption,basilique Notre-Dame de Nice,http://www.wikidata.org/entity/Q2886962,91.00.00,y
http://data.linkedevents.org/location/d3945ce3-a209-3e2d-b2a5-bf5d3a32b9aa,Boulevard De Riquier,Riquier,http://www.wikidata.org/entity/Q2379632,91.00.00,y
http://data.linkedevents.org/location/530b504d-e945-3dc2-93da-0a41e3acc006,Caisse d'Epargne La Trinite,La Trinité,http://www.wikidata.org/entity/Q383475,90.08.00,y
http://data.linkedevents.org/location/b94384ee-a073-3aaa-90ee-76c5070e0bb9,Forum Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,90.08.00,y
http://data.linkedevents.org/location/5cc29387-b6f5-3471-8b95-3ca341b07a9a,Nice Lingostière - Centre Commercial,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,90.08.00,y
http://data.linkedevents.org/location/31f91316-87a5-3e8f-9cc0-b121794b92da,Sogea Pont Neuf Pont Neuf,Pont-Neuf,http://www.wikidata.org/entity/Q3396332,90.08.00,y
http://data.linkedevents.org/location/b32a4bce-d4f5-3bc1-b07d-c9c885a14b48,Église Notre Dame De L'Assomption,église Notre-Dame-de-l'Assomption de Cimiez,http://www.wikidata.org/entity/Q27345097,90.08.00,y
http://data.linkedevents.org/location/5baf5933-1e7f-3676-8319-c3247f3a3203,Guess Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,90.06.00,y
http://data.linkedevents.org/location/4ad3264e-6996-3278-8da9-c40f50d15449,La Poste Rue de France,rue de France,http://www.wikidata.org/entity/Q3450734,90.06.00,y
http://data.linkedevents.org/location/2194c3e7-ad42-37ac-9335-1134992eb14e,O'neo Place Massena,place Masséna,http://www.wikidata.org/entity/Q3389982,90.06.00,y
http://data.linkedevents.org/location/fe65be67-1de7-3977-878c-651536f1774a,Aéroport Nice Côte D'azur - Salon Azur,aéroport Nice Côte d'Azur,http://www.wikidata.org/entity/Q821557,90.04.00,y
http://data.linkedevents.org/location/8f116c0d-0398-3b47-b385-38da877dae55,Carrefour Nice TNL,Nice TNL,http://www.wikidata.org/entity/Q3339618,90.04.00,y
http://data.linkedevents.org/location/cdebca8a-de04-3179-867e-5bf21c214681,Vieux Nice PC,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,90.04.00,y
http://data.linkedevents.org/location/7100016f-16bb-3cc3-a7ac-315f9c7603e3,H&M Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,90.02.00,y
http://data.linkedevents.org/location/38a3dd1b-6711-39c9-9792-d097b2ee7ed8,Piscine de Saint André de la Roche,Saint-André-de-la-Roche,http://www.wikidata.org/entity/Q746896,90.00.00,y
http://data.linkedevents.org/location/a3fbc2fb-0bf1-337d-b643-b8cbf4678741,Jeep Saint Laurent du Var,gare de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q15188534,89.08.00,y
http://data.linkedevents.org/location/2e8b1fb2-d092-38eb-a424-d314ef607df7,Saint-Pancrace,église Saint-Pancrace de Nice,http://www.wikidata.org/entity/Q27345268,89.08.00,y
http://data.linkedevents.org/location/transit/Nice/stop/a70a6a32-9723-3173-bb33-c79308ab6a50,Saint-Pancrace,église Saint-Pancrace de Nice,http://www.wikidata.org/entity/Q27345268,89.08.00,y
http://data.linkedevents.org/location/2e6a7e7a-74c6-3a53-bc3a-b842404d460a,"Sainte Jeanne d'Arc, Nice",église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,89.08.00,y
http://data.linkedevents.org/location/b9fc597f-43b7-3508-a6e3-b38ce05ee8bf,"[u'\xc9glise Orthodoxe Russe Saint Nicolas et Sainte Alexandra', u'\xc9glise Russe de Saint-Nicolas-et-Sainte-Alexandra']",église Saint-Nicolas-et-Sainte-Alexandra,http://www.wikidata.org/entity/Q421502,89.08.00,
http://data.linkedevents.org/location/transit/Nice/stop/30fb7330-815c-398d-9cf3-b1496505e160,Notre Dame de Lourdes,église Notre-Dame-de-Lourdes de Nice,http://www.wikidata.org/entity/Q15958168,89.06.00,
http://data.linkedevents.org/location/52af777d-d951-4ffd-888d-66dbc8a7cad4,Observatoire Océanologique,observatoire océanologique de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q3348478,89.06.00,
http://data.linkedevents.org/location/78c14f27-1e45-30e8-93b3-95bba46545b8,Église St. Joseph. St. Laurent Du Var,église Saint-Joseph de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q27346454,89.06.00,
http://data.linkedevents.org/location/586de699-80e6-3221-83ea-d809057912d4,O'Sushi Lingostiere,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,89.04.00,
http://data.linkedevents.org/location/transit/Nice/stop/c325a09b-f1cb-3d20-9604-49916201d665,Sainte-Hélène,église Sainte-Hélène de Nice,http://www.wikidata.org/entity/Q15954021,89.04.00,
http://data.linkedevents.org/location/adb3f0c8-f031-35d7-a213-62c88f264da6,Eglise St-Etienne,église Saint-Étienne de Nice,http://www.wikidata.org/entity/Q27345190,89.02.00,
http://data.linkedevents.org/location/265534cd-8ade-3252-84b9-50e4af465e30,Flunch Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,89.02.00,
http://data.linkedevents.org/location/83f8d675-ed20-327f-aa1e-b2d878fbc74b,Apple Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,89.00.00,
http://data.linkedevents.org/location/transit/Nice/stop/55eeca3a-2cf7-3951-829f-33ecfcadaffd,Eglise Jeanne d'Arc,église Sainte-Jeanne-d'Arc de Nice,http://www.wikidata.org/entity/Q3107385,89.00.00,
http://data.linkedevents.org/location/aa3fa45a-2d9d-38b8-897c-cff2a87f339e,Casino Supermarche Magnan,Magnan,http://www.wikidata.org/entity/Q3277062,88.08.00,
http://data.linkedevents.org/location/0be80a28-da05-3cb7-8f06-a1607e453ae5,Saint-Philippe,chapelle Saint-Philippe-Néri de Nice,http://www.wikidata.org/entity/Q15945257,88.08.00,
http://data.linkedevents.org/location/transit/Nice/stop/622739cc-e858-3400-97ff-27184c5e8cfa,Saint-Philippe,chapelle Saint-Philippe-Néri de Nice,http://www.wikidata.org/entity/Q15945257,88.08.00,
http://data.linkedevents.org/location/42884461-383d-354e-a678-c31651dc2d35,vieux  Ville,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,88.06.00,
http://data.linkedevents.org/location/70fcc06d-da6f-3007-8e32-b7e794d5a586,A St Andrer De La Roche !,Saint-André-de-la-Roche,http://www.wikidata.org/entity/Q746896,88.04.00,
http://data.linkedevents.org/location/d8a2c73c-36c1-35c2-856c-42b37b24f8f2,Parc-Impérial,lycée du Parc-Impérial,http://www.wikidata.org/entity/Q3269037,88.04.00,
http://data.linkedevents.org/location/cc9c91c6-50ac-323d-ac25-f0bb9edbafe5,Place de la Croix de Marbre,croix de Marbre,http://www.wikidata.org/entity/Q3003360,88.04.00,
http://data.linkedevents.org/location/2f72e30d-e0d8-3419-9eea-ef5322883481,Desigual Cap 3000,Cap 3000,http://www.wikidata.org/entity/Q2936988,88.02.00,
http://data.linkedevents.org/location/6748462f-114f-38b7-8238-0296d86b5b55,Laser Game Lingostiere,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,88.02.00,
http://data.linkedevents.org/location/transit/Nice/stop/7177bbc5-8b7a-3eb1-a7c9-1c71c713c3f8,Saint-Roch,église Saint-Roch de Nice,http://www.wikidata.org/entity/Q3584280,88.02.00,
http://data.linkedevents.org/location/e42e53f4-d3cf-3c29-aae8-4bcbd19cec85,Toilettage Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,88.02.00,
http://data.linkedevents.org/location/3b1e850f-1679-3e2c-b617-fc545e2683be,Église de Saint-Laurent du Var,église Saint-Laurent de Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q27346468,88.02.00,
http://data.linkedevents.org/location/49a511e5-f0aa-332e-87ed-796bda3caea4,Archives Départementales,archives départementales des Alpes-Maritimes,http://www.wikidata.org/entity/Q2860502,88.00.00,
http://data.linkedevents.org/location/transit/Nice/stop/de2de037-5d9b-38f6-8010-da5e6edfec80,La Trinité,gare de La Trinité-Victor,http://www.wikidata.org/entity/Q3096816,88.00.00,
http://data.linkedevents.org/location/fa111840-f114-379e-8bae-556d4a4bca91,Lgt Honore Estienne Orves,lycée Honoré-d'Estienne-d'Orves,http://www.wikidata.org/entity/Q3268717,88.00.00,
http://data.linkedevents.org/location/33384ecb-0509-32bf-9e6f-6351aad4310e,Pop Sud Bsn Stade du Ray,stade du Ray,http://www.wikidata.org/entity/Q1469394,88.00.00,
http://data.linkedevents.org/location/40ed7bdc-4f81-3806-b1f1-0fe6f6d41523,Eglise De Gairaut,église Saint-Sauveur de Gairaut,http://www.wikidata.org/entity/Q15953949,87.08.00,
http://data.linkedevents.org/location/transit/Nice/stop/e36eb42e-048f-314a-8615-124983701b63,Gare SNCF Saint-Augustin,gare de Nice-Saint-Augustin,http://www.wikidata.org/entity/Q3097206,87.08.00,
http://data.linkedevents.org/location/transit/Nice/stop/3b1ce9c4-4613-3b32-b4ce-cf2c37c24f9a,Monastère,monastère de Cimiez,http://www.wikidata.org/entity/Q3320265,87.08.00,
http://data.linkedevents.org/location/681bdcf8-af8e-3094-98a4-3b1e0569010c,Garage de la Banquière,Banquière,http://www.wikidata.org/entity/Q16913793,87.04.00,
http://data.linkedevents.org/location/d841bcc8-b334-384f-97b6-d915ec39d884,"Populaire Sud, Stade Du Ray",stade du Ray,http://www.wikidata.org/entity/Q1469394,87.04.00,
http://data.linkedevents.org/location/06b13080-2698-3ba0-8366-16897b5842b7,Bord de Mer sur La Promenade des Anglais,promenade des Anglais,http://www.wikidata.org/entity/Q1849491,87.02.00,
http://data.linkedevents.org/location/078d9878-a745-3335-85a4-624afaab0a1c,Consulat de Tunisie à Nice,Consulat général de Tunisie à Nice,http://www.wikidata.org/entity/Q16507616,87.02.00,
http://data.linkedevents.org/location/d615f7b1-0488-39fa-91e7-89f316a2f543,C.E.D.A.C Terra Amata,Terra Amata,http://www.wikidata.org/entity/Q1857046,87.00.00,
http://data.linkedevents.org/location/b919b7af-25dc-3573-a113-a505a7196f49,"Chez Net, Villefrance-Sur-Mer",Villefranche-sur-Mer,http://www.wikidata.org/entity/Q207080,87.00.00,
http://data.linkedevents.org/location/27215948-7ded-3438-9eb4-f6d15789e1a9,Loft Design au Coeur du Vieux Nice,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,87.00.00,
http://data.linkedevents.org/location/fb3c8469-5dfe-3dd1-8107-d66f0fe8b33a,Pont Michel,gare de Nice-Pont-Michel,http://www.wikidata.org/entity/Q18749562,87.00.00,
http://data.linkedevents.org/location/transit/Nice/stop/906d435b-b7a6-3e40-94b0-7702feb3b9e1,Pont Michel,gare de Nice-Pont-Michel,http://www.wikidata.org/entity/Q18749562,87.00.00,
http://data.linkedevents.org/location/b6b53853-5602-342c-a1dc-738656945420,Les Ecoles Falicon,Falicon,http://www.wikidata.org/entity/Q867129,86.08.00,
http://data.linkedevents.org/location/transit/Nice/stop/3ff1a828-9829-3cff-817a-669eea677f19,Les Ecoles Falicon,Falicon,http://www.wikidata.org/entity/Q867129,86.08.00,
http://data.linkedevents.org/location/ae755d64-5b3a-37d1-81ff-088300ba2a6a,5 Promenade,Jetée-Promenade de Nice,http://www.wikidata.org/entity/Q16508381,86.06.00,
http://data.linkedevents.org/location/4de07618-696c-40ab-a3fb-f857c7d7fa8d,Musée Chagall,musée Marc-Chagall,http://www.wikidata.org/entity/Q3329265,86.06.00,
http://data.linkedevents.org/location/transit/Nice/stop/5a0968bb-4d80-3a47-8f49-5daa44f8015f,Musée Chagall,musée Marc-Chagall,http://www.wikidata.org/entity/Q3329265,86.06.00,
http://data.linkedevents.org/location/e0ad4007-99d6-38f8-870c-a22328d9c0bf,So Garibaldi,place Garibaldi,http://www.wikidata.org/entity/Q3389830,86.06.00,
http://data.linkedevents.org/location/transit/Nice/stop/c7d6a0ee-0185-3dc6-9826-e70d2bc39388,Victoria,monument à la reine Victoria,http://www.wikidata.org/entity/Q3323418,86.04.00,
http://data.linkedevents.org/location/0cc76455-a1a0-3dac-af95-fc9bfa585463,Bd de Cimiez,arènes de Cimiez,http://www.wikidata.org/entity/Q2866137,86.02.00,
http://data.linkedevents.org/location/822eab1b-a35b-3011-a36f-0c438d49d035,Centre Commercial Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,86.02.00,
http://data.linkedevents.org/location/transit/Nice/stop/b9a1df73-2a5a-355b-a7ce-a3b0be8dd5f7,Centre Commercial Lingostière,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,86.02.00,
http://data.linkedevents.org/location/e352db2e-11ef-32de-98f9-80bc1c3c5813,Concert De Johnny Halliday Au Palais Nikaia - Nice,palais Nikaia,http://www.wikidata.org/entity/Q1033364,86.00.00,
http://data.linkedevents.org/location/2188c6d9-da1e-3cc8-a7ce-21cd5c53ec2a,Nice,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,86.00.00,
http://data.linkedevents.org/location/d1ff016e-29a7-3c2b-a9b5-38d44029f9e0,Parc Des Sports Charles Ehrman,Halle des sports Charles-Ehrmann,http://www.wikidata.org/entity/Q16303731,86.00.00,
http://data.linkedevents.org/location/f75ff726-921a-36a3-a77b-049f36e63bbd,Petit-Château Valrose,château de Valrose,http://www.wikidata.org/entity/Q2970898,86.00.00,
http://data.linkedevents.org/location/e95ccf56-a737-312b-a340-0228950a2cb1,laboratoire JSBIO hibiscus la trinité nice,La Trinité,http://www.wikidata.org/entity/Q383475,86.00.00,
http://data.linkedevents.org/location/0c905bc6-03a8-3d93-b6d2-c2b8ee1c54cf,Appartements Vieux Nice / Marché Aux Fleurs,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,85.08.00,
http://data.linkedevents.org/location/842ba6bd-33bb-34db-8f77-ff85c22b949f,C.C TNL,Nice TNL,http://www.wikidata.org/entity/Q3339618,85.08.00,
http://data.linkedevents.org/location/3f91bfdf-ce2d-343a-b3ab-ea15f14603d5,Magnan Plage,Magnan,http://www.wikidata.org/entity/Q3277062,85.08.00,
http://data.linkedevents.org/location/7037f474-a0d1-3e31-a2cd-50d3be563456,Negressco Nice,hôtel Negresco,http://www.wikidata.org/entity/Q743147,85.08.00,
http://data.linkedevents.org/location/d2b287ed-eda6-3b82-9791-c7d0fa687f3d,Ristorante Portofino - Port de Saint Laurent du Var,Saint-Laurent-du-Var,http://www.wikidata.org/entity/Q217755,85.08.00,
http://data.linkedevents.org/location/a2ed33e6-49d4-3f50-a93d-3bdf02ec6320,"Starbuck Coffee, Cap 3000",Cap 3000,http://www.wikidata.org/entity/Q2936988,85.08.00,
http://data.linkedevents.org/location/441caeee-2095-372f-8451-b99427d19de2,Station Acropolis [T1],Acropolis,http://www.wikidata.org/entity/Q2823500,85.08.00,
http://data.linkedevents.org/location/f154a6d9-82e7-3be4-8965-d79b58f29bec,Vieux Nice - Vieille Ville,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,85.08.00,
http://data.linkedevents.org/location/92099ea3-e616-3148-b1df-c9be601bdccc,station service c.c lingostiere,Nice Lingostière,http://www.wikidata.org/entity/Q3339613,85.08.00,
http://data.linkedevents.org/location/transit/Nice/stop/b47f8a1b-979a-37a2-87b2-8677961e7572,Magnan / Promenade,Magnan,http://www.wikidata.org/entity/Q3277062,85.06.00,
http://data.linkedevents.org/location/094d7550-f27d-3b4a-a202-39dc8f30edb3,Magnan/Promenade,Magnan,http://www.wikidata.org/entity/Q3277062,85.06.00,
http://data.linkedevents.org/location/21e0dffa-cdef-3f46-8516-b682e80a6186,Conservatoire de Nice,Conservatoire à rayonnement régional de Nice,http://www.wikidata.org/entity/Q2994578,85.04.00,
http://data.linkedevents.org/location/b94844f9-d0b4-33d8-8627-5e57e86528b6,Pharmacie Masséna,place Masséna,http://www.wikidata.org/entity/Q3389982,85.04.00,
http://data.linkedevents.org/location/d235f6b9-3e3e-3269-94d7-291239d4c908,les Marinières à Villefranche-sur-Mer,gare de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q1862280,85.04.00,
http://data.linkedevents.org/location/ee1882f9-14ac-341a-84fb-4a36f4387152,Nice,musée Masséna,http://www.wikidata.org/entity/Q3329270,85.02.00,
http://data.linkedevents.org/location/5f46d03d-c780-4b50-af97-5b485a901f86,Parc forestier du Mont-Boron,mont Boron,http://www.wikidata.org/entity/Q3321705,85.02.00,
http://data.linkedevents.org/location/af531691-6e1a-3d0c-9b14-161a180633a2,Résidence LP Cimiez,Cimiez,http://www.wikidata.org/entity/Q1092126,85.02.00,
http://data.linkedevents.org/location/6f53900f-4996-3afd-aaa5-43ce66bc0cea,Consolato Generale d'Italia a Nizza,Consulat général d'Italie à Nice,http://www.wikidata.org/entity/Q16507548,85.00.00,
http://data.linkedevents.org/location/c3da37c8-92fe-3176-9110-54b90847f830,"[u'Couvent de la visitation Sainte-claire', u'Monument Tracker - Couvent de la visitation Sainte-claire']",chapelle de la Visitation Sainte-Claire,http://www.wikidata.org/entity/Q2957346,85.00.00,
http://data.linkedevents.org/location/be7fac75-bb59-41fd-a626-4bd7e77f0a7f,"Acropolis, SALLE PICASSO",Acropolis,http://www.wikidata.org/entity/Q2823500,84.08.00,
http://data.linkedevents.org/location/a4fb99d2-1fdf-3e4a-b9f0-d4280a0a01c2,Bar Saint Etienne,église Saint-Étienne de Nice,http://www.wikidata.org/entity/Q27345190,84.08.00,
http://data.linkedevents.org/location/46e36398-623d-3242-bcc4-88161faad62e,Bar Saint-Étienne,église Saint-Étienne de Nice,http://www.wikidata.org/entity/Q27345190,84.08.00,
http://data.linkedevents.org/location/0248dc5e-816a-3be4-89b4-435fc5095513,Centragence - Rue du Pont Vieux,Pont-Vieux,http://www.wikidata.org/entity/Q3396341,84.08.00,
http://data.linkedevents.org/location/83e45b13-4e78-37c6-922c-7ff1dc35f5d5,Église Saint Michel,église Saint-Michel de Villefranche-sur-Mer,http://www.wikidata.org/entity/Q15953852,84.08.00,
http://data.linkedevents.org/location/2649f841-2b2c-3cae-945d-bc9e950a027c,Ancien Chateau,château de Nice,http://www.wikidata.org/entity/Q2970127,84.06.00,
http://data.linkedevents.org/location/77015172-5aa0-3e79-92a9-38c2410964fe,Jardin Albert Premier,jardin Albert-Ier,http://www.wikidata.org/entity/Q3162279,84.06.00,
http://data.linkedevents.org/location/6828bc10-72c4-310b-920a-ec5b8ca81643,Le Vieux Bistro,Vieux-Nice,http://www.wikidata.org/entity/Q3558059,84.06.00,
http://data.linkedevents.org/location/af2a934b-e179-3fc5-8c6a-b05251dc7773,Notre Dame,basilique Notre-Dame de Nice,http://www.wikidata.org/entity/Q2886962,84.06.00,
http://data.linkedevents.org/location/transit/Nice/stop/0c4df47f-bcbe-3f51-9619-7a1a496e3e52,Notre Dame,basilique Notre-Dame de Nice,http://www.wikidata.org/entity/Q2886962,84.06.00,
http://data.linkedevents.org/location/8f924776-50cf-3f89-a528-370bc4572900,Cascade Du Château,château de Nice,http://www.wikidata.org/entity/Q2970127,84.04.00,
http://data.linkedevents.org/location/84b6c76b-5b28-35df-806d-0d6fe554e871,Drap Village,Drap,http://www.wikidata.org/entity/Q1089758,84.04.00,
http://data.linkedevents.org/location/28acf6e0-f1c7-3db5-8efd-2bad41c879fc,Monument Aux Morts A Nice,monument aux morts de Rauba-Capeù,http://www.wikidata.org/entity/Q3323294,84.04.00,
http://data.linkedevents.org/location/5fd6215f-b5d3-3334-8816-213f85324759,🚘,palais de Marbre,http://www.wikidata.org/entity/Q3360981,84.04.00,
